epoch,accuracy,loss
0,0.5051617622375488,2.362499952316284
1,0.6317963004112244,0.8102656006813049
2,0.6617343425750732,0.7854548096656799
3,0.740192711353302,0.6163597106933594
4,0.7993806004524231,0.5030575394630432
5,0.822780430316925,0.44455209374427795
6,0.8723331093788147,0.33771300315856934
7,0.9005506038665771,0.26669400930404663
8,0.9239504337310791,0.2097463309764862
9,0.9132828712463379,0.22609585523605347
10,0.9088093638420105,0.2563384771347046
11,0.9260151386260986,0.21025030314922333
12,0.956641435623169,0.12147247791290283
13,0.9631796479225159,0.09289450198411942
14,0.9655884504318237,0.09037964791059494
15,0.9600825905799866,0.1118636354804039
16,0.9545767307281494,0.12727418541908264
17,0.9683413505554199,0.08746536821126938
18,0.9432209134101868,0.1662585437297821
19,0.9649001955986023,0.10078194737434387
20,0.9649001955986023,0.09566906839609146
21,0.9425327181816101,0.1504194736480713
22,0.9525120258331299,0.1536969542503357
23,0.9611149430274963,0.11265741288661957
24,0.9796971678733826,0.05087258666753769
25,0.964556097984314,0.10149338096380234
26,0.968685507774353,0.09010263532400131
27,0.9896765351295471,0.0330268070101738
28,0.9938059449195862,0.016724105924367905
29,0.9989676475524902,0.004694479051977396
30,0.9989676475524902,0.0031383265741169453
31,0.9989676475524902,0.002388770692050457
32,0.9993117451667786,0.002175858709961176
33,0.9993117451667786,0.001964482245966792
34,0.9993117451667786,0.0014890851452946663
35,0.9993117451667786,0.0014098244719207287
36,0.9993117451667786,0.0013337500859051943
37,0.9993117451667786,0.0011628392385318875
38,0.9993117451667786,0.0011191811645403504
39,0.9993117451667786,0.0010809848317876458
40,0.9993117451667786,0.001130034914240241
41,0.9996559023857117,0.0013120962539687753
42,0.9194769263267517,0.2906300127506256
43,0.9060564637184143,0.2632097601890564
44,0.9569855332374573,0.12991996109485626
45,0.9652442932128906,0.10047860443592072
46,0.9862353801727295,0.039464838802814484
47,0.9642120003700256,0.09613186120986938
48,0.9717825055122375,0.08100628852844238
49,0.9741913080215454,0.06660165637731552
