epoch,accuracy,loss
0,0.4556090831756592,2.249410390853882
1,0.597040593624115,0.9131543040275574
2,0.5698554515838623,0.9289218783378601
3,0.6118375658988953,0.8952140212059021
4,0.6304198503494263,0.8536548614501953
5,0.6899518370628357,0.7232264280319214
6,0.7081899642944336,0.7086940407752991
7,0.7474191188812256,0.6255507469177246
8,0.7911218404769897,0.5119144916534424
9,0.8224363327026367,0.43924465775489807
10,0.8516861796379089,0.38356173038482666
11,0.8437715172767639,0.39401164650917053
12,0.87921541929245,0.3065553605556488
13,0.8850653767585754,0.2950473427772522
14,0.9060564637184143,0.24363316595554352
15,0.9174122214317322,0.2201741337776184
16,0.9143152236938477,0.22269408404827118
17,0.7728837132453918,0.5999759435653687
18,0.8936682939529419,0.2721591293811798
19,0.9332415461540222,0.17658916115760803
20,0.9442532658576965,0.15787555277347565
21,0.944941520690918,0.15053632855415344
22,0.9604266881942749,0.11078539490699768
23,0.942188560962677,0.16094708442687988
24,0.960770845413208,0.11076211929321289
25,0.9587061405181885,0.13832159340381622
26,0.9669649004936218,0.09158283472061157
27,0.9745354652404785,0.06925949454307556
28,0.9824501276016235,0.0586424246430397
29,0.9735031127929688,0.0736396387219429
30,0.9614590406417847,0.10027104616165161
31,0.9439091682434082,0.1898559033870697
32,0.9683413505554199,0.09175969660282135
33,0.9896765351295471,0.03769828379154205
34,0.9934617877006531,0.019273797050118446
35,0.988300085067749,0.03751780092716217
36,0.992085337638855,0.02739742398262024
37,0.9738472104072571,0.07909111678600311
38,0.9649001955986023,0.13576550781726837
39,0.9700619578361511,0.08490908890962601
40,0.9741913080215454,0.08455829322338104
41,0.9593943357467651,0.12650807201862335
42,0.9903647899627686,0.036664869636297226
43,0.9700619578361511,0.11013054847717285
44,0.9772883653640747,0.07186546176671982
45,0.9969029426574707,0.012138303369283676
46,0.9993117451667786,0.005271016154438257
47,0.9993117451667786,0.0032971929758787155
48,0.9993117451667786,0.0025791774969547987
49,0.9993117451667786,0.002160650212317705
