epoch,accuracy,loss
0,0.4150034487247467,3.2199015617370605
1,0.4759119153022766,1.0175063610076904
2,0.5371645092964172,0.9496668577194214
3,0.6283551454544067,0.8350009918212891
4,0.6885753870010376,0.7274213433265686
5,0.7009634971618652,0.6941952705383301
6,0.7735719084739685,0.5588018894195557
7,0.8038541078567505,0.47792017459869385
8,0.8275980949401855,0.4383016526699066
9,0.8620096445083618,0.3676106631755829
10,0.8788713216781616,0.3131141662597656
11,0.9143152236938477,0.2425844669342041
12,0.9026152491569519,0.26195940375328064
13,0.9012387990951538,0.25696897506713867
14,0.9060564637184143,0.24705976247787476
15,0.8971094489097595,0.2681072950363159
16,0.9466620683670044,0.1469944417476654
17,0.9518238306045532,0.14771494269371033
18,0.9473503232002258,0.13880029320716858
19,0.9497591257095337,0.14207912981510162
20,0.9439091682434082,0.16795435547828674
21,0.9525120258331299,0.13017772138118744
22,0.968685507774353,0.08577607572078705
23,0.958017885684967,0.12366263568401337
24,0.9373709559440613,0.17457973957061768
25,0.9576737880706787,0.1097874790430069
26,0.9573296904563904,0.1217004656791687
27,0.9748795628547668,0.0771697610616684
28,0.9593943357467651,0.1026787981390953
29,0.9807295203208923,0.05650729313492775
30,0.9690296053886414,0.08894702047109604
31,0.9676531553268433,0.09642957150936127
32,0.964556097984314,0.11295779049396515
33,0.98417067527771,0.045608580112457275
34,0.9917412400245667,0.028138937428593636
35,0.9917412400245667,0.023109519854187965
36,0.9965588450431824,0.009878966026008129
37,0.9986235499382019,0.005360542330890894
38,0.9979352951049805,0.00640326552093029
39,0.98417067527771,0.062360577285289764
40,0.9143152236938477,0.2964152693748474
41,0.9418444633483887,0.18137674033641815
42,0.9710943102836609,0.0878114104270935
43,0.9766001105308533,0.06471841037273407
44,0.9838265776634216,0.053807057440280914
45,0.9755678176879883,0.07043566554784775
46,0.980385422706604,0.05571305379271507
47,0.9879559278488159,0.03492496907711029
48,0.992085337638855,0.023033782839775085
49,0.9865794777870178,0.037832241505384445
