epoch,accuracy,loss
0,0.5185822248458862,3.6365010738372803
1,0.6964900493621826,0.720723569393158
2,0.6971782445907593,0.7108542323112488
3,0.7863041758537292,0.5254101753234863
4,0.8320716023445129,0.4344814717769623
5,0.8664831519126892,0.3742605745792389
6,0.8909153342247009,0.30265405774116516
7,0.9012387990951538,0.2536272704601288
8,0.9359945058822632,0.1813850849866867
9,0.9311769008636475,0.1817788928747177
10,0.9356504082679749,0.16583751142024994
11,0.926359236240387,0.2053881734609604
12,0.958017885684967,0.1321849673986435
13,0.9428768157958984,0.168147012591362
14,0.9590502381324768,0.11150646954774857
15,0.9311769008636475,0.19507788121700287
16,0.9483826756477356,0.14986549317836761
17,0.9466620683670044,0.15738138556480408
18,0.969717800617218,0.08051629364490509
19,0.9666208028793335,0.08647876232862473
20,0.9872677326202393,0.03761710971593857
21,0.9876118302345276,0.0335296206176281
22,0.9215416312217712,0.23750415444374084
23,0.9191328287124634,0.24085089564323425
24,0.9507914781570435,0.13511623442173004
25,0.9759119153022766,0.07641834765672684
26,0.9903647899627686,0.029243089258670807
27,0.9944941401481628,0.015074001625180244
28,0.9993117451667786,0.006583757232874632
29,0.9996559023857117,0.004294515121728182
30,0.9972470998764038,0.008339826948940754
31,0.9910529851913452,0.021483514457941055
32,0.9600825905799866,0.1283203363418579
33,0.926359236240387,0.20896056294441223
34,0.9728148579597473,0.07544437050819397
35,0.9590502381324768,0.10810230672359467
36,0.9855471253395081,0.04099526256322861
37,0.9951823949813843,0.016646962612867355
38,0.9993117451667786,0.005837250035256147
39,1.0,0.003151809563860297
40,1.0,0.001990310847759247
41,1.0,0.001392895937897265
42,1.0,0.0012623559450730681
43,1.0,0.001035678549669683
44,0.9328974485397339,0.20816701650619507
45,0.952856183052063,0.13841377198696136
46,0.9673089981079102,0.1047012209892273
47,0.9910529851913452,0.03423305228352547
48,0.9879559278488159,0.038996078073978424
49,0.9766001105308533,0.07064544409513474
