epoch,accuracy,loss
0,0.5474879741668701,1.9597187042236328
1,0.7309015989303589,0.6561627388000488
2,0.7642807960510254,0.5655365586280823
3,0.8547831773757935,0.3837747275829315
4,0.8984858989715576,0.27741774916648865
5,0.9143152236938477,0.2342766374349594
6,0.9270474910736084,0.2012326717376709
7,0.9432209134101868,0.14760415256023407
8,0.956641435623169,0.13121582567691803
9,0.9614590406417847,0.10490832477807999
10,0.9728148579597473,0.07582361251115799
11,0.9755678176879883,0.07063686847686768
12,0.950103223323822,0.15582939982414246
13,0.9638678431510925,0.10403779149055481
14,0.9662766456604004,0.09105483442544937
15,0.9532002806663513,0.13712584972381592
16,0.9779766201972961,0.06176825612783432
17,0.9900206327438354,0.026437629014253616
18,0.9893324375152588,0.038082368671894073
19,0.9669649004936218,0.09418532997369766
20,0.9194769263267517,0.2417316883802414
21,0.9735031127929688,0.0730985477566719
22,0.9700619578361511,0.08298154920339584
23,0.9865794777870178,0.036181580275297165
24,0.996214747428894,0.012206479907035828
25,0.9982793927192688,0.005913654807955027
26,0.9989676475524902,0.0029021527152508497
27,0.9993117451667786,0.0018846747698262334
28,0.9996559023857117,0.0017924568383023143
29,0.9996559023857117,0.0012393335346132517
30,0.9996559023857117,0.0010285245953127742
31,0.9996559023857117,0.0009536212892271578
32,1.0,0.0006779628456570208
33,1.0,0.0006328778108581901
34,1.0,0.0005149320932105184
35,1.0,0.00043344826553948224
36,1.0,0.0003890937368851155
37,1.0,0.0003235707990825176
38,1.0,0.00028170234872959554
39,1.0,0.00027372463955543935
40,1.0,0.00023175048409029841
41,1.0,0.00021008698968216777
42,1.0,0.00017804023809731007
43,1.0,0.0001637499954085797
44,1.0,0.00014076822844799608
45,1.0,0.00012716463243123144
46,1.0,0.00011200517474208027
47,1.0,0.0001025904857669957
48,1.0,8.87553469510749e-05
49,1.0,8.554671512683854e-05
