epoch,accuracy,loss
0,0.47040605545043945,4.9923014640808105
1,0.7068135142326355,0.7207544445991516
2,0.7704748511314392,0.597277820110321
3,0.8203716278076172,0.48275434970855713
4,0.8523743748664856,0.4006338119506836
5,0.8513420224189758,0.3732437193393707
6,0.884377121925354,0.3036594092845917
7,0.8977976441383362,0.2649635374546051
8,0.9328974485397339,0.1896427869796753
9,0.9445973634719849,0.1501351147890091
10,0.9232622385025024,0.2090192437171936
11,0.918788731098175,0.22890280187129974
12,0.9542326331138611,0.125623419880867
13,0.9535443782806396,0.1260511577129364
14,0.9666208028793335,0.09103008359670639
15,0.9666208028793335,0.09670477360486984
16,0.9707501530647278,0.0772470086812973
17,0.9769442677497864,0.0591728501021862
18,0.9673089981079102,0.08866506069898605
19,0.9707501530647278,0.0849154144525528
20,0.9611149430274963,0.1150011420249939
21,0.9769442677497864,0.06859584152698517
22,0.9865794777870178,0.040793415158987045
23,0.9673089981079102,0.08209105581045151
24,0.964556097984314,0.09981702268123627
25,0.9903647899627686,0.02910849079489708
26,0.9931176900863647,0.025823498144745827
27,0.9938059449195862,0.022622909396886826
28,0.9325533509254456,0.22431610524654388
29,0.9487267732620239,0.14999638497829437
30,0.9924294352531433,0.029694147408008575
31,0.9965588450431824,0.012193316593766212
32,0.9965588450431824,0.01010130625218153
33,0.9955264925956726,0.014938585460186005
34,0.9996559023857117,0.003031281754374504
35,1.0,0.0029910136945545673
36,1.0,0.0017526443116366863
37,0.9996559023857117,0.0014170630602166057
38,1.0,0.0011674718698486686
39,1.0,0.0010216286173090339
40,1.0,0.0008309310651384294
41,1.0,0.000823861570097506
42,1.0,0.0006306453724391758
43,1.0,0.0005139356362633407
44,1.0,0.00043045461643487215
45,1.0,0.00041464678361080587
46,1.0,0.00043693286716006696
47,1.0,0.00031257004593499005
48,1.0,0.00027952122036367655
49,1.0,0.0002447713050059974
