epoch,accuracy,loss
0,0.5,3.7706539630889893
1,0.6913282871246338,0.73469477891922
2,0.7463867664337158,0.6258010268211365
3,0.8220922350883484,0.45563486218452454
4,0.8623537421226501,0.37030282616615295
5,0.8458362221717834,0.39824163913726807
6,0.8737095594406128,0.3350786566734314
7,0.9053682088851929,0.23937374353408813
8,0.926359236240387,0.19472862780094147
9,0.9418444633483887,0.15375658869743347
10,0.9597384929656982,0.11876142024993896
11,0.9442532658576965,0.14956766366958618
12,0.9277357459068298,0.19735608994960785
13,0.9404680132865906,0.16466489434242249
14,0.9373709559440613,0.1707572489976883
15,0.9556090831756592,0.12256898730993271
16,0.9800412654876709,0.060229431837797165
17,0.9910529851913452,0.034349653869867325
18,0.9845147728919983,0.04613720625638962
19,0.9927735924720764,0.032903652638196945
20,0.9683413505554199,0.09179354459047318
21,0.9710943102836609,0.08550779521465302
22,0.9507914781570435,0.16031140089035034
23,0.952856183052063,0.13253410160541534
24,0.9858912825584412,0.0468897707760334
25,0.9927735924720764,0.023192737251520157
26,0.9886441826820374,0.026914779096841812
27,0.9824501276016235,0.0579020231962204
28,0.9487267732620239,0.15368327498435974
29,0.8881624341011047,0.3580574691295624
30,0.9432209134101868,0.15551061928272247
31,0.9748795628547668,0.07861261069774628
32,0.9845147728919983,0.04694952815771103
33,0.996214747428894,0.013566249050199986
34,0.988300085067749,0.033517248928546906
35,0.9700619578361511,0.09675054252147675
36,0.9631796479225159,0.10258399695158005
37,0.9831383228302002,0.04533999413251877
38,0.9927735924720764,0.02189887873828411
39,0.9834824204444885,0.052844032645225525
40,0.9769442677497864,0.06735097616910934
41,0.9790089726448059,0.07193087786436081
42,0.9738472104072571,0.08587239682674408
43,0.9879559278488159,0.0349070280790329
44,0.958017885684967,0.14032666385173798
45,0.9772883653640747,0.07597284018993378
46,0.9903647899627686,0.024055153131484985
47,0.98417067527771,0.06293433159589767
48,0.9439091682434082,0.17895011603832245
49,0.9322091937065125,0.21270869672298431
